file_name,IR_ID,X,Y,Z,Distance
2803-154328-0009,185,-2.0,-0.25,-0.6,2.102974084481309
2803-154328-0010,166,-1.5,-1.5,1.0,2.345207879911715
2803-154328-0011,21,-1.0,-1.5,-1.0,2.0615528128088303
2803-154328-0012,110,1.5,-0.5,0.3,1.6093476939431082
2803-154328-0013,36,1.5,0.5,-0.6,1.6911534525287764
2803-154328-0014,45,-1.0,-1.5,-0.6,1.9
2803-154328-0016,138,0.5,-1.5,0.6,1.6911534525287764
2803-154328-0017,127,0.0,1.5,0.6,1.6155494421403511
2803-154328-0019,146,-1.5,0.5,1.0,1.8708286933869707
2803-154328-0021,82,1.5,1.5,0.0,2.1213203435596424
2803-154328-0022,170,-0.75,-1.25,-1.0,1.7677669529663689
2803-154328-0023,42,0.5,-1.5,-0.6,1.6911534525287764
2803-161169-0000,228,1.75,1.5,0.3,2.324327859833892
2803-161169-0001,82,1.5,1.5,0.0,2.1213203435596424
2803-161169-0002,164,-0.5,-1.5,1.0,1.8708286933869707
2803-161169-0003,184,-1.75,-1.0,-0.6,2.102974084481309
2803-161169-0004,124,-1.5,1.5,0.6,2.2045407685048604
2803-161169-0006,24,-1.5,-0.5,-1.0,1.8708286933869707
2803-161169-0011,83,1.5,1.0,0.0,1.8027756377319946
2803-161169-0013,28,-1.5,1.5,-0.6,2.2045407685048604
2803-161169-0016,71,-1.5,-1.0,-0.3,1.8275666882497066
2803-161169-0017,242,-1.75,1.0,1.0,2.25
2902-9006-0000,236,1.75,1.0,0.6,2.102974084481309
2902-9006-0002,185,-2.0,-0.25,-0.6,2.102974084481309
2902-9006-0004,128,0.5,1.5,0.6,1.6911534525287764
2902-9006-0006,65,1.0,-1.5,-0.3,1.8275666882497066
2902-9006-0008,131,1.5,1.0,0.6,1.9
2902-9006-0009,209,-0.25,0.75,0.0,0.7905694150420949
2902-9006-0010,150,-0.5,1.5,1.0,1.8708286933869707
2902-9006-0011,239,1.75,-1.25,0.6,2.2327113561766105
2902-9006-0012,199,-1.5,1.25,-0.3,1.975474626513841
2902-9006-0020,54,-0.5,1.5,-0.3,1.6093476939431082
2902-9008-0000,220,-0.75,-0.5,0.3,0.95
2902-9008-0004,66,0.5,-1.5,-0.3,1.6093476939431082
2902-9008-0005,60,1.5,0.5,-0.3,1.6093476939431082
2902-9008-0007,238,1.5,-0.75,0.6,1.7811513130556875
2902-9008-0008,6,-0.5,1.5,-1.0,1.8708286933869707
2902-9008-0009,15,1.5,-1.0,-1.0,2.0615528128088303
2902-9008-0010,118,-1.5,-1.5,0.3,2.142428528562855
2902-9008-0011,148,-1.5,1.5,1.0,2.345207879911715
2902-9008-0012,50,-1.5,0.5,-0.3,1.6093476939431082
2902-9008-0013,201,0.0,1.25,-0.3,1.285496013218244
2902-9008-0015,79,0.0,1.5,0.0,1.5
2902-9008-0016,51,-1.5,1.0,-0.3,1.8275666882497066
3000-15664-0000,156,1.5,0.5,1.0,1.8708286933869707
3000-15664-0002,246,1.5,0.75,1.0,1.9525624189766635
3000-15664-0003,202,1.0,0.5,-0.3,1.1575836902790226
3000-15664-0004,212,1.75,0.0,0.0,1.75
3000-15664-0005,221,-0.5,-0.75,0.3,0.95
3000-15664-0006,144,-1.5,-0.5,0.6,1.6911534525287764
3000-15664-0007,222,-0.75,-1.25,0.3,1.4882876066137216
3000-15664-0009,77,-1.0,1.5,0.0,1.8027756377319946
3000-15664-0011,66,0.5,-1.5,-0.3,1.6093476939431082
3000-15664-0013,112,1.5,-1.5,0.3,2.142428528562855
3000-15664-0014,153,1.0,1.5,1.0,2.0615528128088303
3000-15664-0016,51,-1.5,1.0,-0.3,1.8275666882497066
3000-15664-0018,90,0.5,-1.5,0.0,1.5811388300841898
3000-15664-0022,82,1.5,1.5,0.0,2.1213203435596424
3000-15664-0023,240,0.75,-1.5,0.6,1.7811513130556875
3000-15664-0025,50,-1.5,0.5,-0.3,1.6093476939431082
3000-15664-0026,151,0.0,1.5,1.0,1.8027756377319946
3000-15664-0027,92,-0.5,-1.5,0.0,1.5811388300841898
3000-15664-0028,117,-1.0,-1.5,0.3,1.8275666882497066
3000-15664-0029,167,-1.5,-1.0,1.0,2.0615528128088303
3000-15664-0030,135,1.5,-1.0,0.6,1.9
3000-15664-0031,186,-1.75,1.25,-0.6,2.2327113561766105
3000-15664-0032,240,0.75,-1.5,0.6,1.7811513130556875
3000-15664-0037,122,-1.5,0.5,0.6,1.6911534525287764
3000-15664-0039,250,0.5,-1.0,1.0,1.5
3000-15664-0040,93,-1.0,-1.5,0.0,1.8027756377319946
3000-15664-0042,116,-0.5,-1.5,0.3,1.6093476939431082
3000-15664-0043,216,0.0,-1.0,0.0,1.0
3000-15664-0046,93,-1.0,-1.5,0.0,1.8027756377319946
3081-166546-0000,43,0.0,-1.5,-0.6,1.6155494421403511
3081-166546-0001,136,1.5,-1.5,0.6,2.2045407685048604
3081-166546-0002,19,0.0,-1.5,-1.0,1.8027756377319946
3081-166546-0003,155,1.5,1.0,1.0,2.0615528128088303
3081-166546-0004,249,0.75,-1.0,1.0,1.6007810593582121
3081-166546-0005,219,-1.5,-0.25,0.3,1.55
3081-166546-0006,192,2.0,0.25,-0.6,2.102974084481309
3081-166546-0007,74,-1.5,0.5,0.0,1.5811388300841898
3081-166546-0008,223,-0.5,-1.0,0.3,1.1575836902790226
3081-166546-0009,145,-1.5,0.0,1.0,1.8027756377319946
3081-166546-0010,19,0.0,-1.5,-1.0,1.8027756377319946
3081-166546-0011,150,-0.5,1.5,1.0,1.8708286933869707
3081-166546-0012,206,-2.0,0.75,0.0,2.1360009363293826
3081-166546-0013,180,-1.25,1.25,-1.0,2.03100960115899
3081-166546-0014,89,1.0,-1.5,0.0,1.8027756377319946
3081-166546-0015,4,-1.5,1.5,-1.0,2.345207879911715
3081-166546-0016,53,-1.0,1.5,-0.3,1.8275666882497066
3081-166546-0017,166,-1.5,-1.5,1.0,2.345207879911715
3081-166546-0018,159,1.5,-1.0,1.0,2.0615528128088303
3081-166546-0019,205,-2.0,0.0,0.0,2.0
3081-166546-0020,99,-1.5,1.0,0.3,1.8275666882497066
3081-166546-0021,82,1.5,1.5,0.0,2.1213203435596424
3081-166546-0022,172,1.25,-1.5,-1.0,2.1937410968480306
3081-166546-0023,117,-1.0,-1.5,0.3,1.8275666882497066
3081-166546-0024,153,1.0,1.5,1.0,2.0615528128088303
3081-166546-0025,210,0.5,1.0,0.0,1.118033988749895
3081-166546-0026,154,1.5,1.5,1.0,2.345207879911715
3081-166546-0027,227,-0.25,1.0,0.3,1.0735455276791945
3081-166546-0028,44,-0.5,-1.5,-0.6,1.6911534525287764
3081-166546-0029,106,1.5,1.5,0.3,2.142428528562855
3081-166546-0031,249,0.75,-1.0,1.0,1.6007810593582121
3081-166546-0032,183,-0.75,-0.75,-0.6,1.218605760695394
3081-166546-0033,42,0.5,-1.5,-0.6,1.6911534525287764
3081-166546-0034,29,-1.0,1.5,-0.6,1.9
3081-166546-0035,43,0.0,-1.5,-0.6,1.6155494421403511
3081-166546-0036,111,1.5,-1.0,0.3,1.8275666882497066
3081-166546-0037,195,-1.0,-0.75,-0.3,1.285496013218244
3081-166546-0038,14,1.5,-0.5,-1.0,1.8708286933869707
3081-166546-0039,212,1.75,0.0,0.0,1.75
3081-166546-0040,104,0.5,1.5,0.3,1.6093476939431082
3081-166546-0041,19,0.0,-1.5,-1.0,1.8027756377319946
3081-166546-0042,140,-0.5,-1.5,0.6,1.6911534525287764
3081-166546-0043,14,1.5,-0.5,-1.0,1.8708286933869707
3081-166546-0044,65,1.0,-1.5,-0.3,1.8275666882497066
3081-166546-0045,53,-1.0,1.5,-0.3,1.8275666882497066
3081-166546-0046,111,1.5,-1.0,0.3,1.8275666882497066
3081-166546-0047,224,0.0,-0.75,0.3,0.8077747210701756
3081-166546-0048,77,-1.0,1.5,0.0,1.8027756377319946
3081-166546-0049,141,-1.0,-1.5,0.6,1.9
3081-166546-0050,14,1.5,-0.5,-1.0,1.8708286933869707
3081-166546-0051,38,1.5,-0.5,-0.6,1.6911534525287764
3081-166546-0052,185,-2.0,-0.25,-0.6,2.102974084481309
3081-166546-0053,115,0.0,-1.5,0.3,1.5297058540778354
3081-166546-0054,165,-1.0,-1.5,1.0,2.0615528128088303
3081-166546-0055,40,1.5,-1.5,-0.6,2.2045407685048604
3081-166546-0056,211,1.75,1.5,0.0,2.3048861143232218
3081-166546-0057,162,0.5,-1.5,1.0,1.8708286933869707
3081-166546-0058,164,-0.5,-1.5,1.0,1.8708286933869707
3081-166546-0059,180,-1.25,1.25,-1.0,2.03100960115899
3081-166546-0060,106,1.5,1.5,0.3,2.142428528562855
3081-166546-0061,25,-1.5,0.0,-0.6,1.6155494421403511
3081-166546-0062,179,-2.0,1.0,-1.0,2.449489742783178
3081-166546-0063,180,-1.25,1.25,-1.0,2.03100960115899
3081-166546-0064,229,-2.0,0.0,0.6,2.08806130178211
3081-166546-0065,190,0.75,-0.25,-0.6,0.9924716620639604
3081-166546-0066,146,-1.5,0.5,1.0,1.8708286933869707
3081-166546-0067,86,1.5,-0.5,0.0,1.5811388300841898
3081-166546-0068,23,-1.5,-1.0,-1.0,2.0615528128088303
3081-166546-0069,182,-1.25,-1.25,-0.6,1.8668154702594468
3081-166546-0070,108,1.5,0.5,0.3,1.6093476939431082
3081-166546-0071,160,1.5,-1.5,1.0,2.345207879911715
3081-166546-0072,224,0.0,-0.75,0.3,0.8077747210701756
3081-166546-0073,251,-1.25,-1.25,1.0,2.03100960115899
3081-166546-0074,165,-1.0,-1.5,1.0,2.0615528128088303
3081-166546-0075,181,-2.0,-1.5,-0.6,2.570992026436488
3081-166546-0076,6,-0.5,1.5,-1.0,1.8708286933869707
3081-166546-0077,210,0.5,1.0,0.0,1.118033988749895
3081-166546-0078,39,1.5,-1.0,-0.6,1.9
3081-166546-0079,81,1.0,1.5,0.0,1.8027756377319946
3081-166546-0080,217,-1.75,0.5,0.3,1.8445866745696717
3081-166546-0081,123,-1.5,1.0,0.6,1.9
3081-166546-0082,226,1.0,0.0,0.3,1.044030650891055
3081-166546-0083,16,1.5,-1.5,-1.0,2.345207879911715
3081-166546-0084,104,0.5,1.5,0.3,1.6093476939431082
3081-166546-0085,51,-1.5,1.0,-0.3,1.8275666882497066
3081-166546-0086,14,1.5,-0.5,-1.0,1.8708286933869707
3081-166546-0087,42,0.5,-1.5,-0.6,1.6911534525287764
3081-166546-0088,89,1.0,-1.5,0.0,1.8027756377319946
3170-137482-0004,250,0.5,-1.0,1.0,1.5
3170-137482-0005,33,1.0,1.5,-0.6,1.9
3170-137482-0006,8,0.5,1.5,-1.0,1.8708286933869707
3170-137482-0008,90,0.5,-1.5,0.0,1.5811388300841898
3170-137482-0009,158,1.5,-0.5,1.0,1.8708286933869707
3170-137482-0010,182,-1.25,-1.25,-0.6,1.8668154702594468
3170-137482-0011,246,1.5,0.75,1.0,1.9525624189766635
3170-137482-0012,171,0.5,-1.25,-1.0,1.6770509831248424
3170-137482-0013,249,0.75,-1.0,1.0,1.6007810593582121
3170-137482-0014,214,1.0,-0.5,0.0,1.118033988749895
3170-137482-0015,167,-1.5,-1.0,1.0,2.0615528128088303
3170-137482-0016,196,-0.25,-0.75,-0.3,0.8455767262643882
3170-137482-0018,80,0.5,1.5,0.0,1.5811388300841898
3170-137482-0019,185,-2.0,-0.25,-0.6,2.102974084481309
3170-137482-0020,11,1.5,1.0,-1.0,2.0615528128088303
3170-137482-0021,104,0.5,1.5,0.3,1.6093476939431082
3170-137482-0024,137,1.0,-1.5,0.6,1.9
3170-137482-0025,194,-1.5,-1.25,-0.3,1.975474626513841
3170-137482-0026,229,-2.0,0.0,0.6,2.08806130178211
3170-137482-0028,60,1.5,0.5,-0.3,1.6093476939431082
3170-137482-0029,1,-1.5,0.0,-1.0,1.8027756377319946
3170-137482-0030,212,1.75,0.0,0.0,1.75
3170-137482-0032,229,-2.0,0.0,0.6,2.08806130178211
3170-137482-0033,197,-1.5,0.25,-0.3,1.55
3170-137482-0034,31,0.0,1.5,-0.6,1.6155494421403511
3170-137482-0035,122,-1.5,0.5,0.6,1.6911534525287764
3170-137482-0036,166,-1.5,-1.5,1.0,2.345207879911715
3170-137482-0037,252,-1.5,-1.25,1.0,2.1937410968480306
3170-137482-0041,34,1.5,1.5,-0.6,2.2045407685048604
3170-137482-0042,33,1.0,1.5,-0.6,1.9
3170-137482-0043,39,1.5,-1.0,-0.6,1.9
3170-137482-0045,196,-0.25,-0.75,-0.3,0.8455767262643882
3170-137482-0046,148,-1.5,1.5,1.0,2.345207879911715
3170-137482-0048,192,2.0,0.25,-0.6,2.102974084481309
3536-23268-0002,180,-1.25,1.25,-1.0,2.03100960115899
3536-23268-0003,225,1.0,-0.5,0.3,1.1575836902790226
3536-23268-0004,119,-1.5,-1.0,0.3,1.8275666882497066
3536-23268-0005,174,1.0,1.25,-1.0,1.8874586088176875
3536-23268-0006,104,0.5,1.5,0.3,1.6093476939431082
3536-23268-0007,119,-1.5,-1.0,0.3,1.8275666882497066
3536-23268-0008,104,0.5,1.5,0.3,1.6093476939431082
3536-23268-0009,120,-1.5,-0.5,0.3,1.6093476939431082
3536-23268-0010,75,-1.5,1.0,0.0,1.8027756377319946
3536-23268-0012,98,-1.5,0.5,0.3,1.6093476939431082
3536-23268-0013,131,1.5,1.0,0.6,1.9
3536-23268-0014,205,-2.0,0.0,0.0,2.0
3536-23268-0015,238,1.5,-0.75,0.6,1.7811513130556875
3536-23268-0016,53,-1.0,1.5,-0.3,1.8275666882497066
3536-23268-0018,3,-1.5,1.0,-1.0,2.0615528128088303
3536-23268-0019,37,1.5,0.0,-0.6,1.6155494421403511
3536-23268-0020,75,-1.5,1.0,0.0,1.8027756377319946
3536-23268-0022,99,-1.5,1.0,0.3,1.8275666882497066
3536-23268-0024,162,0.5,-1.5,1.0,1.8708286933869707
3536-23268-0025,200,-0.75,0.75,-0.3,1.1022703842524302
3536-23268-0026,224,0.0,-0.75,0.3,0.8077747210701756
3536-23268-0027,107,1.5,1.0,0.3,1.8275666882497066
3536-23268-0028,228,1.75,1.5,0.3,2.324327859833892
3536-23268-0029,128,0.5,1.5,0.6,1.6911534525287764
3536-23268-0030,98,-1.5,0.5,0.3,1.6093476939431082
3536-8226-0000,233,-0.75,1.25,0.6,1.5763882770434445
3536-8226-0001,98,-1.5,0.5,0.3,1.6093476939431082
3536-8226-0002,186,-1.75,1.25,-0.6,2.2327113561766105
3536-8226-0003,224,0.0,-0.75,0.3,0.8077747210701756
3536-8226-0006,46,-1.5,-1.5,-0.6,2.2045407685048604
3536-8226-0007,172,1.25,-1.5,-1.0,2.1937410968480306
3536-8226-0008,142,-1.5,-1.5,0.6,2.2045407685048604
3536-8226-0009,218,-1.5,0.25,0.3,1.55
3536-8226-0010,111,1.5,-1.0,0.3,1.8275666882497066
3536-8226-0011,83,1.5,1.0,0.0,1.8027756377319946
3536-8226-0012,83,1.5,1.0,0.0,1.8027756377319946
3536-8226-0013,97,-1.5,0.0,0.3,1.5297058540778354
3536-8226-0014,177,-1.25,0.25,-1.0,1.620185174601965
3536-8226-0015,201,0.0,1.25,-0.3,1.285496013218244
3536-8226-0016,218,-1.5,0.25,0.3,1.55
3536-8226-0017,235,0.75,0.75,0.6,1.218605760695394
3536-8226-0018,117,-1.0,-1.5,0.3,1.8275666882497066
3536-8226-0019,222,-0.75,-1.25,0.3,1.4882876066137216
3536-8226-0020,239,1.75,-1.25,0.6,2.2327113561766105
3536-8226-0021,89,1.0,-1.5,0.0,1.8027756377319946
3536-8226-0022,211,1.75,1.5,0.0,2.3048861143232218
3536-8226-0023,105,1.0,1.5,0.3,1.8275666882497066
3536-8226-0024,138,0.5,-1.5,0.6,1.6911534525287764
3536-8226-0025,64,1.5,-1.5,-0.3,2.142428528562855
3536-8226-0026,107,1.5,1.0,0.3,1.8275666882497066
3536-8226-0027,106,1.5,1.5,0.3,2.142428528562855
3536-8226-0028,146,-1.5,0.5,1.0,1.8708286933869707
3536-8226-0029,206,-2.0,0.75,0.0,2.1360009363293826
3536-8226-0030,34,1.5,1.5,-0.6,2.2045407685048604
3536-8226-0031,165,-1.0,-1.5,1.0,2.0615528128088303
3536-8226-0032,123,-1.5,1.0,0.6,1.9
3576-138058-0001,94,-1.5,-1.5,0.0,2.1213203435596424
3576-138058-0003,181,-2.0,-1.5,-0.6,2.570992026436488
3576-138058-0006,64,1.5,-1.5,-0.3,2.142428528562855
3576-138058-0007,58,1.5,1.5,-0.3,2.142428528562855
3576-138058-0008,21,-1.0,-1.5,-1.0,2.0615528128088303
3576-138058-0011,169,-2.0,-1.0,-1.0,2.449489742783178
3576-138058-0012,125,-1.0,1.5,0.6,1.9
3576-138058-0013,41,1.0,-1.5,-0.6,1.9
3576-138058-0015,156,1.5,0.5,1.0,1.8708286933869707
3576-138058-0016,243,-1.5,1.25,1.0,2.1937410968480306
3576-138058-0018,204,1.75,-1.25,-0.3,2.1714050750608465
3576-138058-0019,221,-0.5,-0.75,0.3,0.95
3576-138058-0021,103,0.0,1.5,0.3,1.5297058540778354
3576-138058-0023,205,-2.0,0.0,0.0,2.0
3576-138058-0025,38,1.5,-0.5,-0.6,1.6911534525287764
3576-138058-0026,208,-0.5,0.75,0.0,0.9013878188659973
3576-138058-0027,181,-2.0,-1.5,-0.6,2.570992026436488
3576-138058-0028,174,1.0,1.25,-1.0,1.8874586088176875
3576-138058-0029,95,-1.5,-1.0,0.0,1.8027756377319946
3576-138058-0030,173,1.75,-0.25,-1.0,2.03100960115899
3576-138058-0031,226,1.0,0.0,0.3,1.044030650891055
3576-138058-0032,220,-0.75,-0.5,0.3,0.95
3576-138058-0034,131,1.5,1.0,0.6,1.9
3576-138058-0037,195,-1.0,-0.75,-0.3,1.285496013218244
3576-138058-0038,184,-1.75,-1.0,-0.6,2.102974084481309
3576-138058-0040,227,-0.25,1.0,0.3,1.0735455276791945
3752-4943-0000,24,-1.5,-0.5,-1.0,1.8708286933869707
3752-4943-0001,84,1.5,0.5,0.0,1.5811388300841898
3752-4943-0002,189,0.25,0.75,-0.6,0.9924716620639604
3752-4943-0003,151,0.0,1.5,1.0,1.8027756377319946
3752-4943-0005,127,0.0,1.5,0.6,1.6155494421403511
3752-4943-0006,23,-1.5,-1.0,-1.0,2.0615528128088303
3752-4943-0007,240,0.75,-1.5,0.6,1.7811513130556875
3752-4943-0008,120,-1.5,-0.5,0.3,1.6093476939431082
3752-4943-0009,122,-1.5,0.5,0.6,1.6911534525287764
3752-4943-0010,165,-1.0,-1.5,1.0,2.0615528128088303
3752-4943-0011,11,1.5,1.0,-1.0,2.0615528128088303
3752-4943-0012,118,-1.5,-1.5,0.3,2.142428528562855
3752-4943-0013,21,-1.0,-1.5,-1.0,2.0615528128088303
3752-4943-0014,114,0.5,-1.5,0.3,1.6093476939431082
3752-4943-0015,10,1.5,1.5,-1.0,2.345207879911715
3752-4943-0016,78,-0.5,1.5,0.0,1.5811388300841898
3752-4943-0017,118,-1.5,-1.5,0.3,2.142428528562855
3752-4943-0018,69,-1.0,-1.5,-0.3,1.8275666882497066
3752-4943-0019,238,1.5,-0.75,0.6,1.7811513130556875
3752-4943-0020,95,-1.5,-1.0,0.0,1.8027756377319946
3752-4943-0021,110,1.5,-0.5,0.3,1.6093476939431082
3752-4943-0022,106,1.5,1.5,0.3,2.142428528562855
3752-4943-0023,111,1.5,-1.0,0.3,1.8275666882497066
3752-4943-0024,233,-0.75,1.25,0.6,1.5763882770434445
3752-4943-0025,133,1.5,0.0,0.6,1.6155494421403511
3752-4943-0026,36,1.5,0.5,-0.6,1.6911534525287764
3752-4943-0027,75,-1.5,1.0,0.0,1.8027756377319946
3752-4943-0028,138,0.5,-1.5,0.6,1.6911534525287764
3752-4943-0029,233,-0.75,1.25,0.6,1.5763882770434445
3752-4943-0030,183,-0.75,-0.75,-0.6,1.218605760695394
3752-4944-0000,74,-1.5,0.5,0.0,1.5811388300841898
3752-4944-0001,2,-1.5,0.5,-1.0,1.8708286933869707
3752-4944-0002,146,-1.5,0.5,1.0,1.8708286933869707
3752-4944-0003,153,1.0,1.5,1.0,2.0615528128088303
3752-4944-0004,186,-1.75,1.25,-0.6,2.2327113561766105
3752-4944-0005,239,1.75,-1.25,0.6,2.2327113561766105
3752-4944-0006,198,-2.0,0.5,-0.3,2.083266665599966
3752-4944-0007,193,-2.0,-0.5,-0.3,2.083266665599966
3752-4944-0008,66,0.5,-1.5,-0.3,1.6093476939431082
3752-4944-0009,139,0.0,-1.5,0.6,1.6155494421403511
3752-4944-0010,202,1.0,0.5,-0.3,1.1575836902790226
3752-4944-0011,153,1.0,1.5,1.0,2.0615528128088303
3752-4944-0012,20,-0.5,-1.5,-1.0,1.8708286933869707
3752-4944-0013,213,1.25,-0.25,0.0,1.2747548783981961
3752-4944-0014,137,1.0,-1.5,0.6,1.9
3752-4944-0015,49,-1.5,0.0,-0.3,1.5297058540778354
3752-4944-0016,219,-1.5,-0.25,0.3,1.55
3752-4944-0017,70,-1.5,-1.5,-0.3,2.142428528562855
3752-4944-0018,186,-1.75,1.25,-0.6,2.2327113561766105
3752-4944-0019,188,-1.25,0.75,-0.6,1.5763882770434445
3752-4944-0021,195,-1.0,-0.75,-0.3,1.285496013218244
3752-4944-0023,237,2.0,1.0,0.6,2.3151673805580453
3752-4944-0024,69,-1.0,-1.5,-0.3,1.8275666882497066
3752-4944-0025,22,-1.5,-1.5,-1.0,2.345207879911715
3752-4944-0026,166,-1.5,-1.5,1.0,2.345207879911715
3752-4944-0027,148,-1.5,1.5,1.0,2.345207879911715
3752-4944-0028,120,-1.5,-0.5,0.3,1.6093476939431082
3752-4944-0029,98,-1.5,0.5,0.3,1.6093476939431082
3752-4944-0030,25,-1.5,0.0,-0.6,1.6155494421403511
3752-4944-0031,82,1.5,1.5,0.0,2.1213203435596424
3752-4944-0032,183,-0.75,-0.75,-0.6,1.218605760695394
3752-4944-0033,43,0.0,-1.5,-0.6,1.6155494421403511
3752-4944-0034,165,-1.0,-1.5,1.0,2.0615528128088303
3752-4944-0035,12,1.5,0.5,-1.0,1.8708286933869707
3752-4944-0036,45,-1.0,-1.5,-0.6,1.9
3752-4944-0037,247,1.75,-0.25,1.0,2.03100960115899
3752-4944-0038,127,0.0,1.5,0.6,1.6155494421403511
3752-4944-0039,167,-1.5,-1.0,1.0,2.0615528128088303
3752-4944-0040,80,0.5,1.5,0.0,1.5811388300841898
3752-4944-0041,94,-1.5,-1.5,0.0,2.1213203435596424
3752-4944-0042,93,-1.0,-1.5,0.0,1.8027756377319946
3752-4944-0043,1,-1.5,0.0,-1.0,1.8027756377319946
3752-4944-0044,212,1.75,0.0,0.0,1.75
3752-4944-0045,111,1.5,-1.0,0.3,1.8275666882497066
3752-4944-0046,213,1.25,-0.25,0.0,1.2747548783981961
3752-4944-0047,180,-1.25,1.25,-1.0,2.03100960115899
3752-4944-0048,54,-0.5,1.5,-0.3,1.6093476939431082
3752-4944-0049,182,-1.25,-1.25,-0.6,1.8668154702594468
3752-4944-0050,187,-1.5,0.75,-0.6,1.7811513130556875
3752-4944-0051,218,-1.5,0.25,0.3,1.55
3752-4944-0052,111,1.5,-1.0,0.3,1.8275666882497066
3752-4944-0053,212,1.75,0.0,0.0,1.75
3752-4944-0054,31,0.0,1.5,-0.6,1.6155494421403511
3752-4944-0055,61,1.5,0.0,-0.3,1.5297058540778354
3752-4944-0056,80,0.5,1.5,0.0,1.5811388300841898
3752-4944-0057,108,1.5,0.5,0.3,1.6093476939431082
3752-4944-0058,169,-2.0,-1.0,-1.0,2.449489742783178
3752-4944-0059,73,-1.5,0.0,0.0,1.5
3752-4944-0060,59,1.5,1.0,-0.3,1.8275666882497066
3752-4944-0061,86,1.5,-0.5,0.0,1.5811388300841898
3752-4944-0062,114,0.5,-1.5,0.3,1.6093476939431082
3752-4944-0063,141,-1.0,-1.5,0.6,1.9
3752-4944-0064,70,-1.5,-1.5,-0.3,2.142428528562855
3752-4944-0065,191,1.25,-0.5,-0.6,1.4739402972983675
3752-4944-0066,11,1.5,1.0,-1.0,2.0615528128088303
3752-4944-0067,88,1.5,-1.5,0.0,2.1213203435596424
3752-4944-0069,209,-0.25,0.75,0.0,0.7905694150420949
3853-163249-0000,216,0.0,-1.0,0.0,1.0
3853-163249-0001,171,0.5,-1.25,-1.0,1.6770509831248424
3853-163249-0002,132,1.5,0.5,0.6,1.6911534525287764
3853-163249-0003,60,1.5,0.5,-0.3,1.6093476939431082
3853-163249-0004,125,-1.0,1.5,0.6,1.9
3853-163249-0005,212,1.75,0.0,0.0,1.75
3853-163249-0006,198,-2.0,0.5,-0.3,2.083266665599966
3853-163249-0007,137,1.0,-1.5,0.6,1.9
3853-163249-0008,86,1.5,-0.5,0.0,1.5811388300841898
3853-163249-0009,88,1.5,-1.5,0.0,2.1213203435596424
3853-163249-0010,228,1.75,1.5,0.3,2.324327859833892
3853-163249-0011,37,1.5,0.0,-0.6,1.6155494421403511
3853-163249-0013,176,-0.5,0.75,-1.0,1.346291201783626
3853-163249-0014,14,1.5,-0.5,-1.0,1.8708286933869707
3853-163249-0015,169,-2.0,-1.0,-1.0,2.449489742783178
3853-163249-0017,173,1.75,-0.25,-1.0,2.03100960115899
3853-163249-0018,141,-1.0,-1.5,0.6,1.9
3853-163249-0019,213,1.25,-0.25,0.0,1.2747548783981961
3853-163249-0020,117,-1.0,-1.5,0.3,1.8275666882497066
3853-163249-0021,90,0.5,-1.5,0.0,1.5811388300841898
3853-163249-0022,209,-0.25,0.75,0.0,0.7905694150420949
3853-163249-0023,6,-0.5,1.5,-1.0,1.8708286933869707
3853-163249-0025,164,-0.5,-1.5,1.0,1.8708286933869707
3853-163249-0026,219,-1.5,-0.25,0.3,1.55
3853-163249-0027,61,1.5,0.0,-0.3,1.5297058540778354
3853-163249-0028,237,2.0,1.0,0.6,2.3151673805580453
3853-163249-0029,211,1.75,1.5,0.0,2.3048861143232218
3853-163249-0031,100,-1.5,1.5,0.3,2.142428528562855
3853-163249-0032,108,1.5,0.5,0.3,1.6093476939431082
3853-163249-0033,249,0.75,-1.0,1.0,1.6007810593582121
3853-163249-0034,14,1.5,-0.5,-1.0,1.8708286933869707
3853-163249-0035,85,1.5,0.0,0.0,1.5
3853-163249-0037,203,1.5,-0.25,-0.3,1.55
3853-163249-0038,216,0.0,-1.0,0.0,1.0
3853-163249-0039,242,-1.75,1.0,1.0,2.25
3853-163249-0040,138,0.5,-1.5,0.6,1.6911534525287764
3853-163249-0041,221,-0.5,-0.75,0.3,0.95
3853-163249-0043,180,-1.25,1.25,-1.0,2.03100960115899
3853-163249-0044,9,1.0,1.5,-1.0,2.0615528128088303
3853-163249-0045,90,0.5,-1.5,0.0,1.5811388300841898
3853-163249-0047,160,1.5,-1.5,1.0,2.345207879911715
3853-163249-0048,115,0.0,-1.5,0.3,1.5297058540778354
3853-163249-0050,54,-0.5,1.5,-0.3,1.6093476939431082
3853-163249-0051,238,1.5,-0.75,0.6,1.7811513130556875
3853-163249-0052,12,1.5,0.5,-1.0,1.8708286933869707
3853-163249-0055,14,1.5,-0.5,-1.0,1.8708286933869707
3853-163249-0056,191,1.25,-0.5,-0.6,1.4739402972983675
422-122949-0002,226,1.0,0.0,0.3,1.044030650891055
422-122949-0004,228,1.75,1.5,0.3,2.324327859833892
422-122949-0005,45,-1.0,-1.5,-0.6,1.9
422-122949-0008,232,-1.0,1.25,0.6,1.7095320997278758
422-122949-0016,71,-1.5,-1.0,-0.3,1.8275666882497066
422-122949-0017,186,-1.75,1.25,-0.6,2.2327113561766105
422-122949-0024,136,1.5,-1.5,0.6,2.2045407685048604
422-122949-0028,134,1.5,-0.5,0.6,1.6911534525287764
